StockCode,Price
22362,2.55
21773,1.06
21419,3.39
21415,1.69
84847,2.95
84842,2.95
22408,1.06
85116,0.64
84952C,0.85
84952B,0.85
84952A,0.85
21413,1.06
17178,0.85
85230E,0.21
85230B,0.21
72128,0.64
21286,2.1
85170D,1.69
72819,2.1
72801D,1.06
72801C,1.06
84576,4.65
17090D,0.85
17090A,0.85
18094C,0.85
17084P,0.16
17084N,0.16
82011B,2.95
20960,1.06
20963,1.06
20961,1.06
22622,8.5
22616,0.25
85125,4.25
22419,0.42
22493,1.65
84596E,1.06
22420,0.42
22422,0.65
22622,9.95
22623,4.25
47574A,4.25
81953B,0.85
17011F,2.1
15058A,3.95
22620,1.25
15058B,3.95
85159A,6.35
90091,0.85
84805B,0.85
84809A,0.85
84805A,0.85
84800L,0.85
84798B,0.65
84925F,0.85
84925D,0.85
84858B,1.25
84858A,1.25
84797B,4.95
84797A,4.95
84796B,3.95
84796A,3.95
84689,1.65
84688,1.65
84687,1.95
84686,1.65
84685,1.25
22719,1.06
21469,1.25
21467,1.25
22621,1.25
62094B,0.85
84684,0.85
84801B,0.65
21713,0.85
21088,0.19
21096,0.19
21714,0.65
84914A,25.95
85050,2.1
21760,110.0
85035C,3.81
46115B,0.19
22470,2.55
22469,1.45
22613,0.64
22422,0.55
21911,1.45
62096A,1.25
62096B,1.25
45013,2.95
84761,2.1
11001,1.27
20975,0.55
85144,6.35
72811,0.38
22151,0.36
20865,1.69
20862,1.69
20864,1.69
20863,1.69
35819B,1.25
84799,0.42
84806B,0.42
84367,3.75
20821,4.95
47504K,0.85
35817B,0.38
35817P,0.38
35816B,0.38
35816P,0.38
35818B,0.38
35818P,0.38
22056,1.25
15058C,3.95
21128,1.95
84806A,0.42
84807,0.65
84802B,0.42
62095B,0.85
47587A,0.72
47587A,0.1
21441,0.38
21442,0.38
15036,0.52
22427,5.95
22430,4.95
22645,1.45
22646,1.45
22650,1.45
22647,1.45
22649,4.95
22644,1.45
22649,4.25
37483,2.55
21891,1.06
22425,4.95
22424,12.75
22426,3.75
84757,14.95
85070,125.0
21382,2.95
84086B,2.95
22430,4.25
22428,6.95
22425,4.25
22427,5.45
84676,1.58
22433,1.18
22432,1.58
21890,1.98
21716,1.59
21715,1.74
22432,1.18
22646,1.25
22500,4.25
22429,3.75
22424,10.95
21129,1.95
10124G,0.42
22426,2.95
84963A,49.95
84963B,49.95
84967C,79.95
85131B,1.25
90175C,8.95
22634,9.95
22635,9.95
22635,8.5
22634,8.5
22645,1.25
22637,2.1
22636,8.5
22637,2.55
22529,0.36
22541,0.36
22543,0.36
17014E,1.65
22636,7.65
20818,1.25
90160A,6.95
90025C,3.75
90028,8.5
90001A,4.25
22606,10.99
21930,1.49
22385,1.49
22386,1.3
22501,8.5
85159B,6.35
22501,9.95
22502,4.25
85161,16.95
22502,3.75
22428,6.35
90049,4.95
21426,1.85
22554,1.45
20771,2.1
22040,0.34
22471,4.25
84815,0.75
84510F,0.3
84509F,0.75
35649,0.6
37424,0.3
37422,0.2
20793,0.75
21130,0.75
21127,1.25
21416,0.66
21414,0.36
21413,0.29
21419,0.29
21540,1.25
21538,1.25
21532,0.75
21944,0.72
21946,0.72
21943,0.72
21945,0.72
21942,0.72
22420,0.36
21069,1.06
22497,3.75
22440,0.36
22546,0.36
22545,0.36
21914,1.06
35265,6.95
46037A,1.25
21849,4.25
21846,4.25
84886,9.95
21153,8.49
77081,1.06
21476,10.0
21784,8.5
21145,1.06
85070,70.0
47480,1.45
21211,1.25
22707,0.42
90123D,5.95
22705,0.42
22704,0.42
22711,0.42
22710,0.42
35240,8.49
22713,0.42
90018A,4.25
90018C,4.25
22712,0.42
22714,0.42
17011B,2.1
84805B,3.75
84891B,7.95
22716,0.42
22715,0.42
15056N,4.25
22718,0.42
22706,0.42
22708,0.42
22709,0.42
22712,0.36
22713,0.36
22714,0.36
22715,0.36
22716,0.36
22717,0.36
22718,0.36
15034,0.07
22644,1.25
21090,0.19
22864,0.42
79308B,0.85
22647,1.25
22717,0.42
35650,4.95
84968B,10.95
20903,6.35
84800S,0.42
84613C,3.81
90081C,4.95
20864,1.65
84809B,0.85
84804B,0.65
37481,2.55
90158,4.95
37424,0.64
22644,18.0
90214W,1.25
47505,3.5
90154,8.95
90024F,8.5
90026D,8.5
90036F,7.95
79532,1.25
79164,0.48
21843,7.46
21527,4.86
21528,4.0
22221,5.95
37503,7.46
22056,0.87
22057,0.87
37500,5.43
21714,1.06
21189,1.45
22302,1.47
22305,1.47
37479B,0.8
21868,0.8
21877,0.8
21067,0.8
21068,0.8
21069,0.8
21071,0.8
37483,1.47
22304,1.47
84974,8.95
71050,0.35
90201C,2.95
84424A,3.75
22619,3.39
22536,0.36
22540,0.36
22454,2.55
22448,2.95
22610,0.72
85115B,4.25
84709A,5.95
22431,1.65
17038,0.07
21420,2.75
79163,1.45
21100,0.72
90164A,7.5
37479P,2.55
37479B,2.55
90038A,3.75
90038C,3.75
90042C,2.55
84800M,0.65
84493,2.55
16162M,0.42
15058A,6.75
22037,0.36
37474,8.49
84849D,1.45
84857C,8.5
22038,0.34
22208,1.45
85049C,1.06
21464,3.75
22039,0.34
22076,1.45
85049H,1.06
62097B,2.95
78034B,1.95
21192,1.45
21191,1.69
47566,2.3
90063A,8.5
90181A,8.95
85017C,0.42
22494,1.06
90056,10.75
85114A,1.65
90104,0.85
90128D,1.25
90185A,4.25
84766,4.95
84908B,6.95
90126C,1.69
90128C,1.25
90119,2.55
22701,2.95
75172,3.75
90037D,2.55
22702,2.1
35400,7.95
82484,4.17
21494,1.25
22640,2.55
90016A,8.5
90016C,8.5
90019A,4.95
90094,2.55
90102,0.85
90124C,9.95
35832,2.95
85049D,1.06
22393,2.1
20684,2.75
22692,7.49
22660,7.49
22687,7.49
22691,7.49
22690,7.49
22689,7.49
22688,7.49
20761,2.95
21494,1.06
84990,0.4
90059F,1.65
22690,6.35
22710,0.34
22703,2.1
17003,0.14
84247E,2.95
22629,1.95
22628,4.95
22700,2.95
21202,1.45
22630,1.95
21726,0.72
20784,35.95
20787,35.95
22192,4.0
22660,6.35
20731,1.06
21155,1.5
84801A,0.65
84804A,0.65
22659,1.65
22629,1.65
22630,1.65
17164B,0.36
17165D,0.62
17165B,0.62
22631,1.65
22669,2.95
84616,26.95
84801A,1.69
84858C,1.25
84967B,25.0
84967A,15.0
84963A,25.0
22668,2.95
22204,3.39
22201,3.75
22666,2.95
22667,2.95
22665,2.95
90041,3.5
22668,2.55
22669,2.55
22656,295.0
22655,295.0
21686,34.95
84796B,10.95
20738,0.72
22692,6.35
20893,2.1
22306,1.95
22307,1.95
16201A,6.75
85126,5.95
22703,1.85
22702,1.85
22701,2.55
22700,2.55
21167,0.16
17012D,0.85
17011A,0.65
20653,1.06
45014,4.65
79164,0.78
10123G,0.65
85175,0.27
20933,2.2
85041,1.08
22366,4.58
22365,4.58
21523,4.58
48138,4.58
22414,4.58
48197,4.58
48189,4.58
48129,4.58
22199,3.39
48103,4.58
85049A,1.06
22596,0.72
22602,0.72
22600,0.72
22603,0.72
22595,0.72
22593,0.72
22588,2.1
22589,2.1
22591,2.55
85114A,1.45
22573,0.85
22581,0.85
22579,0.85
22578,0.85
22577,0.85
22603,0.85
22602,0.85
22601,0.85
22600,0.85
22595,0.85
22594,0.85
22593,0.85
22576,0.85
22574,0.85
20671,1.06
22652,1.65
22596,0.85
22643,2.55
22642,2.55
22639,2.55
44092B,0.85
22575,1.95
22654,5.95
22653,1.95
22661,0.72
22662,1.65
22663,1.95
90066A,6.75
84632,49.95
22588,2.55
22580,5.95
85146,4.95
90188,2.55
84358,7.0
22661,0.85
35819B,0.38
22589,2.55
17012D,2.55
22641,2.55
22691,6.35
22665,2.55
22308,2.1
22664,2.1
85123A,1.9
21896,1.38
22442,5.06
22430,3.18
20849,2.2
21745,2.54
22458,1.57
22457,1.9
22459,1.57
21545,1.85
22470,1.9
22963,0.85
90202B,2.95
22961,1.45
22638,2.55
22571,0.85
22572,0.85
22604,2.55
22599,0.72
22597,0.72
21807,0.36
21806,0.36
21823,1.25
21824,1.25
21825,1.25
22639,2.1
22643,2.1
21349,5.95
22070,3.39
22651,0.85
22597,0.85
22666,2.55
22598,0.85
22599,0.85
22130,0.72
22592,3.75
37333,4.25
20734,0.72
22168,7.5
22660,4.58
22690,4.58
22691,4.58
22692,4.58
22667,2.55
84984B,4.25
84558A,2.55
22694,2.1
22689,6.35
C2,100.0
C2,110.0
84709B,4.65
84976,1.45
21332,9.95
22167,8.5
20704,6.35
22696,1.95
22695,1.45
90179C,5.95
22189,2.8
21585,1.65
22143,1.85
22581,0.72
85030,1.95
16169K,0.19
21676,0.38
22652,1.45
22662,1.45
84405A,4.95
84800L,1.69
85093,0.38
22663,1.65
85107,0.85
84859C,1.25
84859A,1.25
84857C,1.95
84782A,3.95
84661C,0.65
84661B,0.65
84661A,0.65
84507B,0.85
72801G,0.42
72801E,0.42
72801D,0.42
72801C,0.42
72134,0.19
72132,0.38
72131,0.38
72130,0.19
72128,0.38
35811A,0.85
35810A,0.85
35809A,0.85
21424,1.25
21316,0.85
21312,1.95
84748,0.85
16169P,0.19
16169M,0.19
85049H,0.42
84859B,1.25
84507C,0.85
85091,0.85
72819,0.85
85094,0.38
84247G,0.36
85173,0.85
84856L,4.65
22693,1.25
84782C,3.95
85092,1.25
16169N,0.19
21678,0.38
85027L,1.95
85028L,1.95
85028S,1.25
85106,0.85
85131A,0.38
85131B,0.38
85131C,0.38
85131D,0.38
22156,0.72
21143,1.65
22755,0.85
22753,0.85
22754,0.85
22601,0.72
21818,0.72
84754,1.06
85049E,1.06
22759,1.65
84356,2.95
22752,8.5
22757,1.25
22756,1.25
22758,1.25
22592,3.39
21376,4.65
45013,2.55
85184D,0.42
85160B,0.13
85160A,0.13
85110,0.07
85109,0.07
85006,0.31
84927E,0.08
84927D,0.08
84927A,0.08
84924F,0.25
84924D,0.25
84847,0.33
84842,0.33
84493,0.08
37471,0.1
37444C,0.13
37444B,0.13
37444A,0.13
37424,0.13
37423,0.1
37340,0.1
21393,0.13
21392,0.13
21336,0.13
21281,0.25
21280,0.25
21279,0.25
21278,0.25
21096,0.13
21088,0.08
21082,0.17
20670,0.17
20666,0.17
20663,0.17
20662,0.17
20661,0.17
16202B,0.17
16202A,0.17
16162L,0.05
16053,0.03
16047,0.08
16046,0.08
16043,0.06
10123G,0.06
10123C,0.06
90212B,3.75
20728,1.19
22384,1.19
22636,6.68
47591D,1.33
47591B,1.33
22468,4.96
21425,1.49
21427,1.25
21424,1.49
21426,1.25
22468,4.95
21928,1.33
21929,1.33
21930,1.33
20711,1.33
22380,1.66
22664,1.66
22379,1.66
20727,1.19
22382,1.19
20725,1.19
22662,1.19
22743,2.95
22158,2.55
21738,2.55
35970,1.49
22594,0.72
22620,1.06
22757,1.06
22752,7.65
22759,1.45
22754,0.72
85032B,0.65
85032C,0.65
22074,0.65
22744,2.95
22742,2.95
21796,6.86
21795,6.86
21425,1.25
35637A,1.95
35637C,1.95
35638B,1.95
84509E,1.25
84510E,0.38
85170D,0.85
85170C,0.85
22758,1.06
22756,1.06
22642,2.1
22604,2.1
35610A,1.25
35610C,1.25
22699,2.95
22698,2.95
22697,2.95
21690,2.95
90156,4.95
22698,2.4
22699,2.4
85098B,2.95
21986,0.2
21985,0.2
21983,0.2
21981,0.2
21980,0.2
21982,0.2
85170A,0.85
22628,4.25
22680,1.25
22681,1.25
22677,1.25
22678,1.25
22679,1.25
22682,1.25
22683,1.25
22684,1.25
22685,1.25
22686,1.25
22670,1.25
22671,1.65
22672,1.65
22673,1.25
22674,1.25
22675,1.25
22676,1.25
22147,1.18
22150,1.33
22274,1.97
22273,1.97
21408,1.98
22507,3.86
22166,6.76
21251,1.66
21249,1.66
21250,1.66
22149,1.66
20972,0.89
22569,2.47
22272,1.97
22271,1.97
21117,1.98
22505,3.86
22165,6.76
22307,1.65
22591,2.1
90021,11.95
90130B,2.95
90063B,8.5
90064A,3.75
90176D,7.5
35810B,0.85
85095,0.65
22697,2.55
22698,2.55
22699,2.55
85132C,8.95
22851,0.85
17013D,0.3
17013F,0.3
17014D,0.3
17011B,0.3
17014E,0.3
17014F,0.3
17011D,0.3
17011A,0.3
20932,2.95
35817P,2.55
16225,1.06
22673,1.06
84201C,0.19
84313B,3.81
79000,0.64
81952V,0.64
81952B,0.64
22755,0.72
22753,0.72
85045,4.25
22687,6.35
21195,1.69
84206B,0.19
72133,0.38
21350,2.55
21530,2.55
72529W,1.69
85036C,3.81
90208,2.1
90209A,1.75
90209B,1.75
22672,1.45
22675,1.06
22664,1.85
21427,0.85
37475,8.49
48185,7.95
48138,7.95
20685,7.95
48188,7.95
48129,7.95
22365,7.95
48111,7.95
21523,7.95
21524,7.95
21955,7.95
84809A,1.69
22674,1.06
84375,2.1
82551,1.45
22376,4.25
22375,4.25
22502,5.95
48189,7.95
84950,0.65
22692,7.95
22374,4.25
22371,4.25
21741,2.55
21739,2.55
71510,0.53
71215,0.29
22104,1.25
72793,4.65
21012,1.69
20983,0.72
22075,1.45
84347,1.66
17003,0.19
84077,0.29
84965A,30.0
84965B,30.0
84966C,12.0
84966B,12.0
84967B,30.0
84967C,30.0
78027,10.0
78026,10.0
48188,7.35
20685,7.35
22751,3.75
48194,7.95
22851,0.64
85106,1.69
90038B,3.75
35591T,1.25
22605,14.95
35597A,1.25
22110,2.55
22366,7.95
22750,3.75
22940,4.25
22372,4.25
85028L,1.25
82552,1.45
22959,0.42
22689,7.95
21264,1.95
22654,4.95
22985,0.42
22986,0.42
22987,0.42
22414,7.95
48173C,7.95
22749,3.75
22312,2.95
22311,2.95
22314,2.95
22313,2.95
21562,1.25
85093,1.06
79160,1.69
90059A,1.65
90059B,1.65
22691,7.95
21054,7.95
21056,7.95
20992,0.74
21760,50.0
22279,1.25
22867,2.1
22865,2.1
22866,2.1
20878,1.06
84522,1.5
21562,1.06
22113,3.75
22834,2.1
22984,0.42
22835,4.65
22280,1.25
22566,0.72
22531,0.36
21263,1.95
22688,7.95
22113,3.39
84029E,3.39
47341A,3.75
22533,0.36
22532,0.36
35599B,7.25
90054,2.55
48116,7.95
20894,2.55
62094B,2.1
47518F,0.42
22855,1.06
22855,1.25
22940,3.75
22812,1.95
22732,1.25
22821,0.65
22820,0.65
22948,0.85
22815,0.42
22817,0.42
22734,2.55
22735,1.65
22737,1.65
22738,1.65
22736,1.65
22739,1.65
22946,16.95
22947,16.95
22907,0.85
22862,4.25
22816,0.42
22818,0.42
22983,0.42
22731,1.25
22046,0.34
22706,0.34
22709,0.34
22854,4.95
22909,0.85
22813,1.95
22733,1.25
47504K,1.65
22952,0.55
22734,2.1
22910,2.95
22945,0.85
22949,1.45
22951,0.55
22944,1.25
22950,1.45
22906,1.65
22911,2.95
22910,2.55
22306,1.65
48184,7.95
22905,2.95
22904,2.95
22812,1.65
22952,0.42
22575,1.65
22571,0.72
22572,0.72
22909,0.64
22738,1.45
22694,1.85
22186,2.55
22946,12.75
37464,1.06
22819,0.42
21705,1.45
22687,7.95
22809,2.95
22810,2.95
84963A,42.95
16248B,1.25
84965B,129.95
22950,1.25
22152,0.36
22908,0.85
22806,2.55
22938,1.95
22807,2.95
22808,2.95
22632,1.85
22734,1.8
22809,2.55
90209C,1.75
22816,0.36
22818,0.36
22947,12.75
21067,1.06
22810,2.55
22959,0.34
22371,3.75
22813,1.65
22908,0.64
22907,0.64
22749,3.39
22744,2.55
22502,4.95
22660,7.95
22814,0.42
22863,2.95
22804,2.95
21820,3.39
22688,6.75
22574,0.72
22573,0.72
22806,2.95
22727,3.75
22729,3.75
22726,3.75
85114C,1.45
22730,3.75
48187,7.95
22728,3.75
22725,3.75
22735,1.45
22736,1.45
22737,1.45
22739,1.45
22660,6.75
22691,6.75
22750,3.39
22751,3.39
22746,1.85
22748,1.85
22945,0.72
22944,1.06
22732,1.06
22834,1.85
22866,1.85
22949,1.25
22951,0.42
22905,2.55
22894,7.65
22895,2.55
22747,1.85
22745,1.85
22900,2.95
22938,1.65
22903,2.95
22748,2.1
22745,2.1
22895,2.95
22867,1.85
22804,2.55
22899,2.1
22747,2.1
22746,2.1
22898,1.95
22896,2.55
22902,2.1
22897,1.45
22939,4.95
22894,8.5
22598,0.72
84415A,3.75
84415B,3.75
22357,4.56
21770,5.15
22612,4.14
21621,8.87
21622,6.89
21875,1.43
21624,5.96
22364,3.17
22409,1.43
22406,1.43
22359,3.17
21906,7.13
21260,3.4
21360,4.8
22469,1.88
22470,3.17
22121,6.54
22118,5.15
21364,7.13
85094,1.06
84352,14.95
72818,0.72
72799E,2.55
22835,4.25
20733,0.72
22687,6.75
22811,2.95
22865,1.85
22727,3.39
22730,3.39
22728,3.39
22726,3.39
22725,3.39
22729,3.39
47591B,1.45
22896,2.1
22897,1.25
22898,1.65
22939,4.25
22900,2.55
22902,1.69
22911,2.55
22906,1.45
22815,0.36
22817,0.36
22819,0.36
22862,3.75
22983,0.36
84859A,4.65
84859C,4.65
84859B,4.65
85180B,3.81
90205C,1.45
21478,3.39
90205C,1.65
21263,9.95
22178,0.9
22740,0.85
22110,2.1
22650,1.25
22741,0.85
22689,6.75
22311,2.55
21466,2.95
85169A,1.06
22539,0.36
22544,0.36
22863,2.55
22899,1.85
22567,1.15
22611,4.0
22704,0.34
21352,5.95
22671,1.45
84030E,3.75
22390,0.85
22731,1.06
35964,0.42
22044,0.19
21351,1.95
22049,0.19
22042,0.19
79321,3.98
21016,0.42
21808,1.25
35471A,0.65
35610B,0.42
35610A,0.42
35971,0.42
21014,0.42
21017,0.42
72800B,0.85
22043,0.19
22099,0.42
85132C,1.95
85018D,0.85
21352,1.95
85131A,0.42
21284,0.42
21286,0.85
85039A,0.42
85039B,0.42
85039C,0.42
22098,0.42
22184,3.95
22165,3.95
22452,2.55
22453,2.55
84952C,1.25
84952B,1.25
85116,1.25
21131,3.75
84879,1.65
21147,0.85
21285,0.65
22857,0.85
22860,1.65
22859,1.65
35610C,0.42
22183,2.1
22182,1.45
22167,3.95
22166,3.95
22123,1.95
22108,1.65
22106,1.95
22105,1.25
22104,0.42
22102,0.85
22101,0.85
22095,0.42
22094,0.42
22093,0.42
22092,0.42
22091,0.42
21374,1.25
21373,0.85
21372,0.85
21371,0.85
21368,0.85
21367,0.85
21015,0.42
20869,0.42
20735,0.42
20733,0.42
84950,0.55
35832,2.55
72817,1.06
72816,1.06
15060B,2.95
79144C,0.37
79144B,0.37
85132A,1.95
85131D,0.42
72800E,0.85
72800C,0.85
85132B,1.95
22103,1.25
21809,1.06
21810,1.06
22837,4.65
22633,1.85
22632,2.1
22837,4.25
72814,2.95
21370,1.25
22394,0.85
22633,2.1
SP1002,2.95
85199L,0.53
22854,4.25
22097,0.42
22389,0.85
22807,2.55
22796,9.95
90179A,5.95
22769,24.95
22769,21.95
22766,2.95
22768,9.95
22767,9.95
22765,14.95
22762,14.95
22763,9.95
22760,12.75
90197B,4.95
22733,1.06
22395,0.85
20760,0.64
22695,1.25
35596,0.85
22764,21.95
22770,14.95
22607,9.95
84535B,0.42
22764,24.95
22096,0.42
85131C,0.42
22576,0.72
22338,0.55
22708,0.34
22986,0.34
22034,0.36
22904,2.55
21365,1.25
22814,0.36
22190,0.85
22391,0.85
22393,0.85
22693,1.06
22840,7.95
22841,7.95
22842,6.75
22847,14.95
22849,14.95
84839,3.88
22769,16.86
82484,4.78
85068,5.37
21768,9.86
22763,6.78
22790,19.42
22765,9.89
22188,2.32
22189,2.32
84884A,2.32
85064,3.88
22161,0.38
85131B,0.42
22764,16.88
21769,52.78
71496A,0.65
22838,14.95
22847,16.95
22846,16.95
22839,14.95
22849,16.95
22118,4.25
22890,9.95
22846,14.95
22848,16.95
22890,8.5
21628,12.75
22842,5.95
22843,5.95
22838,12.75
22839,12.75
22840,6.95
22841,6.95
22891,3.75
22843,6.75
22808,2.55
22892,1.25
22891,4.25
22853,2.75
22852,3.75
22852,4.25
22892,1.06
90199C,5.49
90120D,3.75
90002D,3.25
22893,0.42
22853,3.25
22845,6.35
22788,6.78
22785,6.75
22795,6.75
22781,7.65
22776,8.5
22775,1.25
22771,1.25
22772,1.25
22773,1.25
22805,1.25
22774,1.25
22856,1.25
22789,1.95
22850,16.95
22850,14.95
22797,16.95
22786,5.95
22844,8.5
22873,1.95
22869,1.95
22776,9.95
22796,8.5
22435,1.06
22423,10.85
75013B,1.25
22740,0.72
22794,7.95
22785,5.95
22781,6.75
22778,3.95
21394,1.65
22799,8.5
22878,2.1
22870,1.95
22871,1.95
22872,1.95
22874,1.95
22875,1.95
22876,1.95
22877,1.95
22868,1.95
22848,14.95
21410,3.75
22510,3.39
22904,2.65
85032D,0.65
35815P,2.1
22641,2.1
22638,2.1
22788,9.95
22903,2.55
22670,1.06
22045,0.34
85107,1.69
22882,1.95
22761,24.95
90081B,4.95
22696,1.65
21064,5.45
84347,1.88
16237,0.16
84963B,42.95
22942,8.5
22941,8.5
22943,4.25
22943,4.95
22942,7.65
22795,5.95
22765,12.75
22941,7.65
22827,165.0
22827,145.0
22884,1.95
22885,1.95
22797,14.95
22828,145.0
22825,7.95
22777,8.5
22784,4.25
22780,4.25
22791,1.25
22830,26.95
22801,3.75
22792,0.85
72800D,0.85
22778,3.39
22777,7.65
22798,2.95
22800,3.75
22803,39.95
84967A,79.95
22791,1.06
22779,4.25
22690,7.95
22784,4.95
20956,0.85
21672,1.49
22804,3.24
22845,6.91
22889,2.4
22880,2.17
22852,4.62
22853,3.45
85123A,3.24
22350,2.69
22775,1.49
22701,3.24
22771,1.49
22844,9.16
22349,2.69
22702,2.4
22703,2.4
21733,3.24
22700,3.24
21755,6.6
21908,2.4
22467,2.65
22413,3.21
82600,2.21
21903,2.4
21181,2.4
21175,2.4
21174,2.16
21166,2.21
21164,3.21
82578,0.73
82581,0.73
22219,1.24
22212,2.21
84406B,3.44
84792,4.68
21272,1.48
22887,2.17
22886,2.17
22885,2.17
22884,2.17
22883,2.17
22882,2.17
22881,2.17
22879,2.17
21673,1.49
21671,1.49
21670,1.49
21669,1.49
21668,1.49
22774,1.49
22773,1.49
22772,1.49
22120,10.13
82580,0.73
22558,1.49
22760,10.95
22783,16.95
22783,19.95
21033,1.65
22780,3.75
22823,110.0
22811,2.55
22844,7.65
22164,1.25
22690,6.75
22692,6.75
22372,3.95
22376,3.75
22782,24.95
70007,0.79
22802,19.95
22823,125.0
22789,1.65
22968,9.95
22788,8.5
22762,12.75
22761,21.95
35965,1.25
22154,0.36
22138,1.0
22580,4.95
21811,1.06
84674,2.55
72800E,2.1
21274,10.95
22651,0.72
84964B,30.0
84964A,30.0
84963A,15.0
84963B,15.0
84966A,12.0
22968,8.5
22768,8.5
22767,8.5
22766,2.55
22438,1.65
90214Y,1.25
90214U,1.25
84347,1.69
22245,0.36
22955,2.1
21637,1.06
20759,0.64
20758,0.64
20756,0.64
20755,0.64
20622,1.69
22888,1.95
22953,1.25
22956,2.1
22833,15.0
22314,2.55
22313,2.55
22312,2.55
17014A,1.65
90176B,7.5
84826,0.2
20974,0.25
11001,0.5
22954,1.25
85071A,1.69
21821,3.39
84247E,2.55
22822,5.95
22824,35.95
22831,2.95
22955,1.85
22956,1.85
84665,25.95
22833,32.69
22830,19.84
90033,2.55
22833,49.95
22966,1.25
22832,10.75
22953,1.06
22845,5.55
22765,9.38
22189,2.31
21768,9.26
85123A,2.29
48138,7.65
21642,0.72
22829,9.95
22889,2.1
90183A,2.95
90051,6.95
22792,0.72
22141,1.85
22722,3.95
37501,5.95
72140F,0.36
35818B,1.65
22142,1.25
22144,1.85
22887,1.95
22799,7.65
22569,1.47
22565,0.72
84875B,3.75
22252,1.06
72811,1.25
16206B,0.95
21643,1.06
21028,1.06
21027,1.06
20827,1.69
20826,1.69
21209,1.45
21194,1.69
21815,1.25
21814,1.25
22782,21.95
90118,2.55
20868,1.06
22881,1.95
22880,1.95
22798,2.55
22822,4.95
85032D,1.69
85049F,1.06
22828,165.0
20986,1.06
84402B,2.95
75013B,1.45
22741,0.72
90101,2.55
44228,0.85
22923,0.85
22914,4.95
22913,4.95
22912,4.95
90204,3.35
22915,0.42
22923,0.72
22922,0.72
22924,0.72
22924,0.85
22926,5.95
22917,0.65
22969,1.45
22879,1.95
21463,2.5
22964,2.1
90127A,1.25
22965,2.1
22927,5.95
22921,0.65
22920,0.65
22916,0.65
22918,0.65
85039A,1.45
22926,4.95
22925,5.95
22969,1.25
22832,9.95
22858,1.65
22919,0.65
72803A,3.81
22922,0.85
22928,5.95
37477C,3.75
22162,2.55
22988,1.25
22833,45.95
22830,23.95
22973,1.65
22966,1.06
84375,1.85
22929,65.0
22794,6.75
90142D,4.95
22972,1.65
22856,1.06
22975,1.25
22974,1.65
22976,1.25
22977,1.25
22962,0.85
22965,1.85
22960,4.25
90210A,2.55
90210B,2.55
22374,3.95
22914,4.25
22913,4.25
21369,1.25
22963,0.72
22962,0.72
22960,3.75
90011A,2.95
22961,1.25
84763,1.06
22711,0.34
22050,0.34
22653,1.65
21070,1.06
21200,1.45
22087,2.9
22089,2.84
21974,1.4
84988,1.42
21977,0.48
22583,2.4
75013B,2.7
72351A,1.87
35004G,4.65
22346,0.72
79321,3.82
22780,3.37
22779,3.37
22466,1.45
21731,1.25
22803,35.75
85095,1.95
15056P,4.6
21430,4.25
79151B,0.42
21351,5.95
21756,6.6
22469,1.93
22470,3.21
22188,2.31
21769,52.77
22915,0.36
22930,2.55
22931,2.55
22932,2.55
22937,2.55
22936,3.25
22935,3.25
22932,2.1
22935,2.75
22931,2.1
22930,2.1
22779,3.75
22933,2.95
22830,19.94
22934,2.95
21442,0.72
84596G,1.06
22826,175.0
22834,0.85
22861,1.65
22473,1.95
70006,0.42
22511,1.25
84660B,1.25
20801,0.75
21876,0.42
22638,0.85
85035B,1.25
85035C,1.25
84818,0.85
85184C,1.25
70007,0.42
22700,0.85
22512,1.25
22378,0.85
22377,0.85
21882,0.19
21880,0.19
21879,0.19
21873,0.42
10135,0.42
10125,0.42
22702,0.65
22346,0.21
22345,0.21
22344,0.21
22343,0.21
22222,1.95
22117,0.85
21883,0.19
22610,0.21
22723,3.95
22720,4.95
90210B,1.25
90210A,1.25
20704,1.95
21065,1.25
21109,1.95
21110,1.95
21111,1.25
21112,1.25
22074,0.42
22471,1.95
22655,125.0
84509G,1.25
84519A,1.25
84820,1.25
84819,0.85
84823,7.95
85034B,1.25
85034C,1.25
85169A,0.42
85169B,0.42
85169D,0.42
85170B,0.85
90210C,1.25
90210D,1.25
22375,3.95
22656,125.0
20802,0.42
20803,0.42
21619,1.25
22342,0.85
22782,9.95
22783,7.95
84766,1.95
21620,1.25
21615,1.25
22504,12.75
84817,0.42
84821,0.21
22721,4.95
21884,0.19
22481,0.42
35651,1.65
84915,1.25
84916,1.25
84917,1.25
84826,0.21
85036C,1.85
22701,0.85
84660A,1.25
84356,1.95
82613C,0.42
82613B,0.42
75178,0.42
75011,0.85
47504H,0.85
47503A,0.42
35646,1.25
22889,0.75
22888,0.42
22887,0.42
22886,0.42
22885,0.42
22884,0.42
22883,0.42
22882,0.42
22881,0.42
22880,0.42
22879,0.42
22647,0.42
22609,0.21
22608,0.21
22116,0.85
21632,3.95
21631,3.95
20705,1.95
90125D,0.85
90125A,0.85
85180B,1.25
85180A,1.25
85159B,1.25
85159A,1.25
84951B,0.85
84951A,0.85
84660C,1.25
22722,3.45
22720,4.25
21650,0.19
84827,0.19
82613D,0.42
22486,3.95
22223,1.95
21200,0.65
21206,0.65
22257,0.42
22258,0.42
22259,0.42
22264,0.19
90136,9.95
22774,0.85
22773,0.85
22772,0.85
22771,0.85
21670,0.85
21671,0.85
21672,0.85
21673,0.85
22403,0.42
16225,0.42
85174,1.95
85212,0.21
17014A,0.5
